G03Q14[9],"The following statements refer to how useful you find large language models (LLMs) for learning at work (i.e., learning that occurs outside formal training programs, such as looking up information, clarifying work topics, reviewing explanations, or improving your understanding of job-related tasks). Please indicate how well each statement corresponds to your experience when using LLMs for workplace learning. [Using LLMs makes it easier for me to learn new things at work.]"
G03Q14[10],"The following statements refer to how useful you find large language models (LLMs) for learning at work (i.e., learning that occurs outside formal training programs, such as looking up information, clarifying work topics, reviewing explanations, or improving your understanding of job-related tasks). Please indicate how well each statement corresponds to your experience when using LLMs for workplace learning. [Overall, I find LLMs useful for my workplace learning.]"
G04Q15,"The following statements refer to your personal reasons for using LLMs such as ChatGPT, Claude, DeepSeek, or similar tools for learning at work (i.e., learning that occurs outside formal training programs, such as looking up information, clarifying work topics, reviewing explanations, or improving your understanding of job-related tasks). Please indicate how well each statement corresponds to your reasons for using LLMs for your workplace learning."
G04Q16[1],Why do you or would you put effort into using LLMs for workplace learning? [Because I personally consider it important.]
G04Q16[2],"Why do you or would you put effort into using LLMs for workplace learning? [To avoid being criticized by others (e.g., supervisor, colleagues, clients …).]"
G04Q16[3],Why do you or would you put effort into using LLMs for workplace learning? [Because it is exciting.]
G04Q16[4],"Why do you or would you put effort into using LLMs for workplace learning? [I don’t, because I feel that using LLMs for workplace learning is a waste of my time.]"
G04Q16[5],Why do you or would you put effort into using LLMs for workplace learning? [Because it makes me feel proud of myself.]
G04Q16[6],Why do you or would you put effort into using LLMs for workplace learning? [Because I risk losing my job if I don’t put enough effort in it.]
G04Q16[7],Why do you or would you put effort into using LLMs for workplace learning? [Because it has personal significance to me.]
G04Q16[8],Why do you or would you put effort into using LLMs for workplace learning? [Because I have fun doing it.]
G04Q16[9],"Why do you or would you put effort into using LLMs for workplace learning? [Attention check: please select ""not at all""]"
G04Q16[10],"Why do you or would you put effort into using LLMs for workplace learning? [To get others’ approval (e.g., supervisors, colleagues, clients…).]"
G04Q16[11],Why do you or would you put effort into using LLMs for workplace learning? [I don’t know why I use LLMs for workplace learning; it feels pointless.]
G04Q16[12],Why do you or would you put effort into using LLMs for workplace learning? [Because I have to prove to myself that I can do it.]
G04Q16[13],"Why do you or would you put effort into using LLMs for workplace learning? [Because others will reward me financially only if I put enough effort in my job (e.g., employer, supervisor …).]"
G04Q16[14],Why do you or would you put effort into using LLMs for workplace learning? [Because I find it interesting.]
G04Q16[15],Why do you or would you put effort into using LLMs for workplace learning? [Because this aligns with my personal values.]
G04Q16[16],"Why do you or would you put effort into using LLMs for workplace learning? [Because others will respect me more (e.g., supervisor, colleagues, clients …).]"
G04Q16[17],Why do you or would you put effort into using LLMs for workplace learning? [I do little of it because I don’t think this kind of learning is worth putting effort into.]
G04Q16[18],Why do you or would you put effort into using LLMs for workplace learning? [Because otherwise I would feel bad about myself.]
G04Q16[19],"Why do you or would you put effort into using LLMs for workplace learning? [Because others offer me greater job security if I put enough effort in my job (e.g., employer, supervisor …).]"
G04Q16[20],Why do you or would you put effort into using LLMs for workplace learning? [Because otherwise I would feel ashamed of myself.]
G05Q17,"In this survey, “LLM” refers to large language models, such as ChatGPT, DeepSeek, Claude, Gemini, or similar AI systems that generate or process text."
G05Q18[1],The following statements refer to how you use large language models (LLMs) to strengthen and further develop the skills you already use in your work or learning activities.  Please indicate how well each statement corresponds to your usage of LLMs.  [I use LLMs in combination with information and resources to improve the skills I already use in my work.]
G05Q18[2],The following statements refer to how you use large language models (LLMs) to strengthen and further develop the skills you already use in your work or learning activities.  Please indicate how well each statement corresponds to your usage of LLMs.  [I use LLMs when taking on challenging tasks that help me strengthen my current abilities.]
G05Q18[3],The following statements refer to how you use large language models (LLMs) to strengthen and further develop the skills you already use in your work or learning activities.  Please indicate how well each statement corresponds to your usage of LLMs.  [I look for opportunities to use LLMs to further develop the skills and knowledge that are central to my present role or tasks.]
G05Q18[4],The following statements refer to how you use large language models (LLMs) to strengthen and further develop the skills you already use in your work or learning activities.  Please indicate how well each statement corresponds to your usage of LLMs.  [I enjoy using LLMs for demanding tasks that allow me to enhance my existing skills.]
G05Q18[5],The following statements refer to how you use large language models (LLMs) to strengthen and further develop the skills you already use in your work or learning activities.  Please indicate how well each statement corresponds to your usage of LLMs.  [Improving my current work-related abilities is important enough that I am willing to invest extra effort using LLMs.]
G05Q19[1],"The following statements refer to how you use large language models (LLMs) to explore new skills, tasks, or learning opportunities outside your current area of expertise.  Please indicate how well each statement corresponds to your usage of LLMs.  [I use LLMs to explore job roles and professional tasks that lie outside my current area of expertise.]"
G05Q19[2],"The following statements refer to how you use large language models (LLMs) to explore new skills, tasks, or learning opportunities outside your current area of expertise.  Please indicate how well each statement corresponds to your usage of LLMs.  [I use LLMs to look for opportunities to prepare myself for completely new job roles or functional areas.]"
G05Q19[3],"The following statements refer to how you use large language models (LLMs) to explore new skills, tasks, or learning opportunities outside your current area of expertise.  Please indicate how well each statement corresponds to your usage of LLMs.  [I use LLMs to examine different new career or task options before deciding which new skills I want to learn.]"
G05Q19[4],"The following statements refer to how you use large language models (LLMs) to explore new skills, tasks, or learning opportunities outside your current area of expertise.  Please indicate how well each statement corresponds to your usage of LLMs.  [I use LLMs to observe how work is carried out in other fields to better understand possible new future roles.]"
G05Q19[5],"The following statements refer to how you use large language models (LLMs) to explore new skills, tasks, or learning opportunities outside your current area of expertise.  Please indicate how well each statement corresponds to your usage of LLMs.  [I use LLMs to explore future-oriented career questions in depth, especially when they involve acquiring entirely new abilities.]"
G05Q19[6],"The following statements refer to how you use large language models (LLMs) to explore new skills, tasks, or learning opportunities outside your current area of expertise.  Please indicate how well each statement corresponds to your usage of LLMs.  [I use LLMs because I am curious about professional opportunities that require skills I do not yet possess.]"
